Role,Tags,Additional,Salary,Locations
Java Developer,"[' Java', ' Spring', ' Hibernate', ' Git', ' Maven', ' Oracle', ' SQL', ' PL/SQL', ' Team player', ' Communication skills', ' REST', ' JPA', ' JavaScript', ' JSP', ' jQuery']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 14000 - 20000 PLN , Warszawa 
Remote Java Developer (Backend),"[' Java', ' English', ' Communication skills', ' Self-organization', ' Spring', ' Git', ' REST', ' JUnit', ' CI/CD']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (1 year) ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 8000 - 11000 PLN , Warszawa 
iOS Developer,"[' Swift', ' Git', ' ios', ' Xcode7', ' Auto Layout', ' Apple HIG', ' unit test', ' Android', ' Objective-C', ' devops', ' jira', ' confluence']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes  (5000 PLN) ', ' Freedom to choose tools ': ' No '}", 700 - 900 PLN , Kraków 
Software Developer PHP,"[' PHP', ' MySQL', ' Symfony', ' Git', ' REST', ' Team player', ' Leadership skills', ' Problem solving', ' Proactivity', ' aws', ' ecommerce', ' nodeJS']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 8000 - 16000 PLN , Warszawa 
Remote Senior Scala Developer,"[' Scala', ' Java', ' Spark', ' Azure', ' Databricks', ' React.js']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}",,
DevOps Engineer,"[' Linux', ' Docker', ' AWS', ' Git', ' Nginx', ' CI/CD', ' Scripting language', ' English', ' Communication skills', ' Problem solving', ' Shell', ' Ansible', ' Terraform', ' Apache', ' Azure', ' windows server', ' Google Cloud']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 9000 - 13000 PLN , Kraków 
Unix/Shell Developer,"[' SQL', ' Shell ', ' Unix', ' Perl', ' PL/SQL', ' English', ' Communication skills', ' JEE', ' Team player', ' Critical thinking', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 800 - 1000 PLN , Warszawa 
Firmware Validator with Python,"[' Python', ' C']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 3000 - 6000 PLN , Gdańsk 
(Senior) DevOps Engineer,"[' Python', ' Linux', ' PostgreSQL', ' Git', ' Docker', ' AWS', ' Microservices', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' REST', ' Flask', ' Celery', ' Jenkins', ' Kafka', ' ElasticSearch', ' Redis']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 8000 - 15000 PLN ," Katowice, Warszawa "
Senior Software Developer,"[' Java', ' oop', ' design patterns', ' English', ' Communication skills', ' Spring', ' Hibernate', ' Maven', ' Gosu', ' Polish', ' Team player', ' German', ' clean code']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}", 12500 - 17000 PLN ," Warszawa, Poznań, Lublin "
Senior C++ Developer,"[' C++', ' Linux', ' STL', ' English', ' Polish', ' Communication skills', ' Leadership skills', ' Proactivity', ' Git', ' Python', ' JIRA', ' Agile']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 18000 - 22000 PLN , Białystok 
Android/iOS Applications Developer,"[' Android', ' Git', ' Swift', ' Java', ' iOS', ' Kotlin', ' android/ios', ' English', ' REST', ' Objective-C', ' RxJava', ' Retrofit', ' JSON', ' Dagger']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 13000 - 16000 PLN , Kraków 
Remote Frontend Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Redux', ' Git', ' English', ' React Native', ' AWS', ' Apollo', ' GraphQL', ' Team player', ' EU Citizenship']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 9000 - 13000 PLN , Gliwice 
Software Engineer - PHP,"[' PHP', ' Sympfony', ' English', ' Team player', ' Communication skills', ' Problem solving', ' MySQL', ' Git', ' JavaScript', ' HTML5']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 12000 - 20000 PLN , Kraków 
Symfony Fullstack Developer,"[' PHP', ' MySQL', ' PHP 7', ' Symfony 4', ' React.js', ' Angular', ' Angular.js', ' HTML/CSS/JavaScript', ' Node.js', ' English']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 7000 - 12000 PLN ," Warszawa, Kraków, Łódź, Białystok "
Mid React Developer,"[' React', ' JavaScript', ' Git', ' REST', ' TDD', ' SCRUM', ' English', ' Polish', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Agile', ' Angular', ' webpack', ' gulp']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 100 - 115 PLN , Warszawa 
