job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['php', 'android', 'java']"
Full-time,Junior,Backend Developer,"Banking, Finance, Information Technology",10k+ people,Public,None,None,"Amsterdam,Netherlands","['java', 'python', 'scala', 'c++', 'api']"
Full-time,"Senior, Lead, Manager","DevOps, System Administrator","Health Care, Insurance, Web Technology",1k–5k people,VC Funded,None,None,"NewYork,NY","['amazon-web-services', 'linux', 'python', 'docker', 'ansible']"
Full-time,None,Frontend Developer,None,None,None,None,None,"ShibuyaCity,Japan","['php', 'jquery', 'javascript']"
Full-time,Mid-Level,Embedded Developer,"Embedded, Medical Devices, Software Development / Engineering",10k+ people,Public,CHF 100k - 135k (Swiss Francs),None,"Stäfa,Schweiz","['c++', 'embedded', 'uml', 'python', 'c#']"
Full-time,Senior,Frontend Developer,"Capital Markets, Information Technology, Software Development",201–500 people,Public,None,None,"München,Deutschland","['angular', 'typescript', 'micro-frontend', 'rxjs', 'docker']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['node.js', 'angularjs', 'design']"
Full-time,"Mid-Level, Senior, Lead",Backend Developer,"IT Consulting, Mobile, Mobile Development",201–500 people,Private,None,None,"Amsterdam,Netherlands","['java', 'amazon-web-services', 'spring', 'spring-boot', 'rest']"
Full-time,"Mid-Level, Senior, Lead",Mobile Developer,"IT Consulting, Software Development",501–1k people,None,None,None,"Berlin,Deutschland","['android', 'ios', 'mobile', 'java', 'swift']"
Full-time,None,Mobile Developer,Consumer Electronics,10k+ people,Public,None,None,"Shanghai,China","['java', 'web-services']"
Full-time,None,Frontend Developer,None,None,None,None,None,"ShinagawaCity,Japan","['php', 'jquery', 'javascript']"
Full-time,Mid-Level,Frontend Developer,E-Commerce,51–200 people,Private,None,On-siteandlimitedremote,"BlueBell,PA",[]
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,Pharmacy,11–50 people,Private,None,None,"Köln,Deutschland","['php', 'symfony', 'api', 'mysql', 'git']"
Full-time,Mid-Level,"DevOps, QA/Test Developer","Financial Services, Financial Technology, Fintech",201–500 people,Public,None,On-siteandlimitedremote,"London,UK",[]
Full-time,None,Frontend Developer,None,None,None,None,None,"Bengaluru,India","['angularjs', 'html', 'sql']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Mumbai,India","['php', 'javascript', 'node.js']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Sapporo,Japan","['objective-c', 'java', 'android']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Chandigarh,India","['swift', 'ios', 'objective-c']"
Full-time,"Junior, Mid-Level, Senior",Graphics/Game Developer,"Agile Software Development, Computer Games, Software Consulting",1–10 people,Private,None,None,"München,Deutschland","['unity3d', 'c#']"
Full-time,Mid-Level,"Backend Developer, Full Stack Developer",None,None,None,None,None,"Stuttgart,Deutschland","['react-fullstack', 'api', 'multiplatform', 'microservices', 'youtube']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Coimbatore,India","['php', 'javascript', '.net']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,None,None,None,$120k - 250k (US Dollars),None,"SanFrancisco,CA","['elixir', 'phoenix-framework', 'extreme-programming', 'pair-programming', 'tdd']"
Full-time,Mid-Level,DevOps,"Logistics and Supply Chain, Marketplace, Platforms",11–50 people,Private,None,None,"Cologne,Germany","['kubernetes', 'docker', 'continuous-integration', 'python', 'terraform']"
Full-time,"Mid-Level, Senior",Backend Developer,"Events, Wearable Electronics, Web Technology",51–200 people,Private,C$75k - 95k (Canadian Dollars),None,"Montréal,QC,Canada","['python', 'rest', 'docker', 'google-cloud-platform', 'go']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Business Process Optmization, Business to Business, Cloud-Based Solutions",51–200 people,Public,None,None,"Paderborn,Germany","['xml', 'java', 'rest', 'openapi', 'javascript']"
Full-time,"Mid-Level, Senior, Lead",Full Stack Developer,"Agile Software Development, DevOps, IT Consulting",11–50 people,Private,€55k - 75k (Euros),On-siteandlimitedremote,"Espoo,Finland",[]
Full-time,"Mid-Level, Senior, Lead","Backend Developer, Full Stack Developer","Custom IT Solutions, Software Development",51–200 people,Private,$80k - 130k (US Dollars),On-siteandlimitedremote,"NewYork,NY",[]
Full-time,None,Designer,None,None,None,None,None,"Munich,Germany","['js', 'css', 'ux', 'ai']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['php', 'javascript', 'angularjs']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['java', 'javascript', 'java-ee']"
Full-time,None,Full Stack Developer,"Enterprise Software, Project Management, Software Development",501–1k people,Private,None,None,"SanFrancisco,CA","['reactjs', 'typescript', 'javascript', 'scala', 'java']"
Full-time,None,DevOps,None,None,None,None,None,"ShinagawaCity,Japan","['django', 'android', 'nginx']"
Full-time,None,Backend Developer,None,None,None,None,None,"Hyderabad,India","['php', 'javascript', 'rest']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Chandigarh,India","['android', 'java', 'user-interface']"
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"iOS, Mobile",51–200 people,Private,€40k - 70k (Euros),None,"Milano,Italy",['python']
Full-time,None,"Product Manager, QA/Test Developer",None,None,None,None,None,"Liverpool,NY","['project-management', 'testing', 'design']"
Full-time,"Mid-Level, Senior",Full Stack Developer,None,None,None,None,None,"Münsterhausen,Deutschland","['reactjs', 'javascript', 'python']"
Full-time,"Mid-Level, Senior",Frontend Developer,"3D Models, Agile Software Development, Cloud-Based Solutions",201–500 people,Private,€28k - 36k (Euros),None,"Salamanca,Spain","['angular', 'javascript', 'css', 'typescript', 'html']"
Full-time,Mid-Level,"DevOps, System Administrator","Consulting, Digital Marketing, Financial Services",501–1k people,Private,€50k - 65k (Euros),None,"Hamburg,Deutschland","['cloud', 'apache', 'tomcat', 'node.js', 'puppet']"
Full-time,None,Database Administrator,None,None,None,None,None,"Lucknow,India","['oracle', 'java', 'java-ee']"
Full-time,None,Data Scientist,None,None,None,None,None,"MinatoCity,Japan","['python', 'r', 'c++']"
Full-time,"Mid-Level, Senior, Lead","Backend Developer, Full Stack Developer","Big Data, Cloud Computing, Machine Learning",1–10 people,Private,None,None,"Lisboa,Portugal","['java', 'amazon-web-services']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Computer Software, DevOps, Site Reliability Engineering",11–50 people,VC Funded,$150k - 180k (US Dollars),On-siteandlimitedremote,"SanMateo,CA",[]
Full-time,Manager,Full Stack Developer,"Digital Health, Telemedicine",51–200 people,VC Funded,None,None,"NewYork,NY","['agile', 'reactjs', 'python', 'javascript', 'django']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['jira', 'javascript', 'oop']"
Full-time,"Mid-Level, Senior, Lead",QA/Test Developer,"Logistics and Supply Chain, Pharmacy, Public Health",11–50 people,Private,$15k - 30k (US Dollars),None,"Abuja,Nigeria","['javascript', 'node.js', 'amazon-web-services', 'couchdb', 'postgresql']"
Full-time,Senior,DevOps,"Computer Software, Enterprise Software, Web Hosting",11–50 people,Private,None,Remote,Noofficelocation,"['infrastructure', 'amazon-s3', 'ansible', 'chef', 'devops']"
Full-time,Mid-Level,System Administrator,"Cloud-Based Solutions, Cybersecurity, Software Development / Engineering",11–50 people,VC Funded,£28k - 35k (British Pounds),Remote,Noofficelocation,[]
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Agile Software Development, Software Development, Web Technology",51–200 people,Private,None,None,"Berlin,Deutschland","['css', 'javascript', 'html']"
Full-time,"Mid-Level, Senior, Lead",Frontend Developer,"Mobile Application, Software Development / Engineering, Telecommunications",11–50 people,Private,None,None,"Manchester,UK","['reactjs', 'javascript']"
Full-time,"Mid-Level, Senior, Lead","Frontend Developer, Full Stack Developer",None,None,None,€45k - 65k (Euros),None,"Paris,France","['javascript', 'angular', 'reactjs', 'vue.js', 'node.js']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Digital Agency, Digital Health, Mobile Development",11–50 people,Private,None,None,"München,Germany","['node.js', 'reactjs', 'javascript', 'angularjs', 'typescript']"
Full-time,None,"Mobile Developer, QA/Test Developer",None,None,None,None,None,"Hyderabad,India","['testing', 'qa', 'ios']"
Full-time,Mid-Level,DevOps,Food & Beverage,10k+ people,Public,None,None,"Coventry,UK","['.net', 'c#', 'devops']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Yokohama,Japan","['swift', 'c#', 'java']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['reactjs', 'mobile', 'android']"
Full-time,"Mid-Level, Senior, Lead","DevOps, System Administrator","Cloud Services, Information Technology",10k+ people,Public,None,None,"Herndon,VA","['java', 'c++', 'c#', 'python', 'ruby', 'sysadmin']"
Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['linux', 'python', 'bash']"
Full-time,"Junior, Mid-Level, Senior","DevOps, QA/Test Developer","IPTV, Telecommunications, Video Streaming",51–200 people,Private,€40k - 70k (Euros),None,"Oslo,Norway","['python', 'docker', 'automated-tests', 'jenkins', 'git']"
Full-time,"Senior, Lead",Mobile Developer,"Education Technology, Healthcare, Medical",201–500 people,VC Funded,€60k - 70k (Euros),None,"Berlin,Germany","['android', 'reactjs', 'java', 'kotlin', 'github']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Nagoya,Japan","['php', 'java', 'objective-c']"
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"B2B, Software Consulting, Software Development / Engineering",51–200 people,Private,None,None,"München,Deutschland","['java-ee', 'java', 'spring', 'rest', 'git']"
Full-time,Mid-Level,Mobile Developer,"Business Process Optmization, Cloud-Based Solutions, SaaS",51–200 people,Private,None,None,"McKinney,TX","['reactjs', 'mobile', 'android', 'ios', 'react-native']"
Full-time,"Junior, Mid-Level, Senior","Backend Developer, DevOps",Information Technology,1k–5k people,Private,None,On-siteandlimitedremote,"Weinsberg,Germany",[]
Full-time,"Junior, Mid-Level",Embedded Developer,"Federal Agencies, High-Performance Computing",51–200 people,Private,None,None,"Houston,TX","['embedded', 'c', 'c++', 'python', 'bash']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['javascript', 'agile', 'css']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['java', 'java-ee', 'spring']"
Full-time,"Junior, Mid-Level, Senior","Frontend Developer, Full Stack Developer","Digital Agency, E-Commerce, #mastersfamily",11–50 people,Private,€40k - 51k (Euros),None,"Hamburg,Deutschland","['php', 'jquery', 'html', 'css', 'javascript']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['objective-c', 'ios', 'mobile']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['android', 'ios', 'java']"
Full-time,"Mid-Level, Senior, Lead",Backend Developer,"Cloud-Based Solutions, Customer Communication Management, Customer Data Platform",1–10 people,Private,€40k - 75k (Euros),None,"Berlin,Germany","['google-app-engine-python', 'python', 'rest', 'vue.js', 'api']"
Full-time,"Junior, Mid-Level","Data Scientist, Full Stack Developer","Events, Security",1–10 people,Private,€30k - 50k (Euros),On-siteandlimitedremote,"Kaiserslautern,Germany",[]
Full-time,None,Data Scientist,None,None,None,None,None,"Ahmedabad,India","['php', 'machine-learning', 'algorithm']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['javascript', 'user-interface', 'mysql']"
Full-time,Mid-Level,System Administrator,"IT Consulting, IT Recruitment, IT Security",10k+ people,Public,€40k - 70k (Euros),None,"Berlin,Deutschland","['java', 'java-ee-6', 'swing', 'javafx', 'git', 'sysadmin']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Agile Software Development, Information Technology, Technology Consulting",11–50 people,Private,None,None,"Washington,DC","['php', 'mysql', 'javascript', 'laravel', 'sql-server']"
Full-time,None,DevOps,None,None,None,None,None,"MeguroCity,Japan","['c', 'c#', 'chef']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Banking, Financial Technology, Mobile",501–1k people,Private,£55k - 100k (British Pounds),None,"London,UK","['android', 'mobile', 'kotlin', 'java']"
Full-time,None,Data Scientist,None,None,None,None,None,"Hyderabad,India","['amazon-web-services', 'machine-learning', 'r']"
Full-time,Mid-Level,Data Scientist,"Digital Health, Healthcare, Life Sciences",51–200 people,Private,None,None,"München,Germany","['r', 'algorithm', 'data-analysis', 'python', 'machine-learning']"
Full-time,"Junior, Mid-Level","DevOps, System Administrator","Collaboration Tools, Enterprise Software",201–500 people,Private,$80k - 100k (US Dollars),None,"Arlington,VA","['amazon-web-services', 'devops', 'docker', 'iis']"
Full-time,"Senior, Lead, Manager",Data Scientist,"Cybersecurity, Data & Analytics, Government",501–1k people,Public,None,None,Singapore,"['machine-learning', 'algorithm', 'python', 'java']"
Full-time,None,"Product Manager, QA/Test Developer","Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"London,UK","['automation', 'testing', 'project-management']"
Full-time,"Student, Junior, Mid-Level","DevOps, System Administrator","AI Research, Market Research, Surveying",11–50 people,Private,None,None,"Redmond,WA",['linux']
Full-time,"Mid-Level, Senior","Mobile Developer, QA/Test Developer","eCommerce, Food & Beverage, Logistics & Distribution",10k+ people,Public,None,None,"Berlin,Deutschland","['automation', 'android-espresso', 'xcuitest', 'xcode', 'android-studio']"
Full-time,None,Embedded Developer,None,None,None,None,None,"Zweibrücken,Germany","['c++', 'embedded', 'qt']"
Full-time,Senior,DevOps,"Cloud Services, Customer Experience Management, Enterprise Software",10k+ people,Public,None,None,"Bengaluru,India","['cloud', 'go', 'linux', 'kubernetes']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Cleveland,OH",['testing']
Full-time,None,Mobile Developer,None,None,None,None,None,"Lucknow,India","['android', 'java', 'mobile']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Platforms, Software Development, Software Development / Engineering",1k–5k people,Public,None,None,"SantaClara,CA","['reactjs', 'javascript', 'cloud', 'graphql']"
Full-time,None,Mobile Developer,"Agile Software Development, Banking, IT Consulting",1k–5k people,Private,None,None,"Zürich,Switzerland","['android', 'mobile', 'java']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Ahmedabad,India","['testing', 'php', 'automated-tests']"
Full-time,"Student, Junior, Mid-Level","DevOps, System Administrator","Big Data, Industrial Automation, Software Development / Engineering",11–50 people,Private,€36k - 60k (Euros),None,"München,Germany","['amazon-web-services', 'elasticsearch', 'kubernetes', 'office365', 'gradle', 'sysadmin']"
